Scenario: equal_weights : description: Equal weoights for both families, a good car is a good car, no matter if you are a dad or a FF fan
Alternative,normalised_max,normalised_max_min,normalised_sum,normalised_vector
Dacia Sandero 3,56.434501726517105,21.467035698659135,23.146704826611497,38.092647887621276
Citroen C3 IV,59.08594295961122,25.171073072334465,23.833142461221485,39.52792834582626
Toyota Yaris,63.69528813417607,38.43964601613646,24.795381811883235,41.71717243205636
Toyota Yaris Cross,62.221628400839805,34.435200104301295,24.56363542768879,41.13625985031627
Tesla Model Y,88.27191667324232,83.33333333333333,33.66113547259499,59.780317436302816

Scenario: pere_de_famille_higher_weight : description: A good dad always takes core of its family, a good car i s the cornerstone, so relaiable and affordable any dad might buy it no questions asked
Alternative,normalised_max,normalised_max_min,normalised_sum,normalised_vector
Dacia Sandero 3,61.52989629776411,27.00954280203799,21.06727423579157,38.41056277801688
Citroen C3 IV,63.43104673046995,28.6452449810058,21.479133438254966,39.26332867161654
Toyota Yaris,69.7129615324634,46.91170070287799,22.87315941018829,42.38373679865522
Toyota Yaris Cross,69.16018851180509,45.16004902802582,22.930679417678437,42.409616912999375
Tesla Model Y,87.64964885978063,76.66666666666666,29.649753498086728,56.10714147396111

Scenario: toreto_higher_weight : description: Nothing is more important than family kind of guy
Alternative,normalised_max,normalised_max_min,normalised_sum,normalised_vector
Dacia Sandero 3,51.3391071552701,15.924528595280282,25.226135417431422,37.774732997225655
Citroen C3 IV,54.740839188752474,21.696901163663124,26.187151484187996,39.792528020035974
Toyota Yaris,57.67761473588873,29.967591329394928,26.717604213578177,41.05060806545748
Toyota Yaris Cross,55.28306828987452,23.710351180576772,26.19659143769914,39.86290278763315
Tesla Model Y,88.894184486704,89.99999999999999,37.67251744710325,63.45349339864452

